ring,x,y
0,0.0435264073,0.7081811066
0,0.043707462,1.292411665
0,0.043707462,0.707588335
0,0.0442584711,1.2942076307
0,0.0442584711,0.7057923693
0,0.0484212311,1.3074050204
0,0.0484212311,0.6925949796
0,0.0485944399,1.3079406763
0,0.0485944399,0.6920593237
0,0.0510496963,1.3154256189
0,0.0510496963,0.6845743811
0,0.0511898212,1.315846869
0,0.0511898212,0.684153131
0,0.0515613933,1.3169608956
0,0.0515613933,0.6830391044
0,0.0519620399,1.318157235
0,0.0519620399,0.681842765
0,0.0520686544,1.3184747464
0,0.0520686544,0.6815252536
0,0.0546173872,1.3259627517
0,0.0546173872,0.6740372483
0,0.0554523598,1.3283744135
0,0.0554523598,0.6716255865
0,0.0555567676,1.3286745819
0,0.0555567676,0.6713254181
0,0.0558838868,1.329613053
0,0.0558838868,0.670386947
0,0.0561778769,1.3304539301
0,0.0561778769,0.6695460699
0,0.0566890491,1.3319103041
0,0.0566890491,0.6680896959
0,0.060874749,1.3435749742
0,0.060874749,0.6564250258
0,0.0623263512,1.3475170907
0,0.0623263512,0.6524829093
0,0.0628650729,1.348967231
0,0.0628650729,0.651032769
0,0.0644741436,1.3532582227
0,0.0644741436,0.6467417773
0,0.064948902,1.3545129675
0,0.064948902,0.6454870325
0,0.065104851,1.3549240207
0,0.065104851,0.6450759793
0,0.0652662562,1.3553488824
0,0.0652662562,0.6446511176
0,0.0688309735,1.3645877727
0,0.0688309735,0.6354122273
0,0.0692603472,1.3656825107
0,0.0692603472,0.6343174893
0,0.0695275893,1.3663619697
0,0.0695275893,0.6336380303
0,0.0736045092,1.3765519814
0,0.0736045092,0.6234480186
0,0.0742475609,1.3781301648
0,0.0742475609,0.6218698352
0,0.0778022362,1.3867186114
0,0.0778022362,0.6132813886
0,0.0786470077,1.3887269782
0,0.0786470077,0.6112730218
0,0.0789960232,1.3895531731
0,0.0789960232,0.6104468269
0,0.0791042414,1.38980893
0,0.0791042414,0.61019107
0,0.0795133994,1.3907741267
0,0.0795133994,0.6092258733
0,0.0795716816,1.3909113846
0,0.0795716816,0.6090886154
0,0.0800777525,1.392100827
0,0.0800777525,0.607899173
0,0.080519075,1.393134619
0,0.080519075,0.606865381
0,0.0808647107,1.3939420262
0,0.0808647107,0.6060579738
0,0.0819657492,1.3965010899
0,0.0819657492,0.6034989101
0,0.0820453037,1.3966852347
0,0.0820453037,0.6033147653
0,0.0824700817,1.3976667564
0,0.0824700817,0.6023332436
0,0.0831287391,1.3991830295
0,0.0831287391,0.6008169705
0,0.0839660135,1.4011006552
0,0.0839660135,0.5988993448
0,0.0874270773,1.4089140018
0,0.0874270773,0.5910859982
0,0.0881357361,1.4104918564
0,0.0881357361,0.5895081436
0,0.0881951461,1.4106238039
0,0.0881951461,0.5893761961
0,0.0886551198,1.4116436678
0,0.0886551198,0.5883563322
0,0.0896852897,1.4139168131
0,0.0896852897,0.5860831869
0,0.0923524401,1.4197331379
0,0.0923524401,0.5802668621
0,0.0934441867,1.4220859598
0,0.0934441867,0.5779140402
0,0.0954072215,1.4262767939
0,0.0954072215,0.5737232061
0,0.0955031053,1.4264802076
0,0.0955031053,0.5735197924
0,0.0969365896,1.4295072488
0,0.0969365896,0.5704927512
0,0.0970040429,1.4296490446
0,0.0970040429,0.5703509554
0,0.0976955337,1.4310993505
0,0.0976955337,0.5689006495
0,0.0986976167,1.4331905053
0,0.0986976167,0.5668094947
0,0.0990790753,1.4339832801
0,0.0990790753,0.5660167199
0,0.0998385926,1.4355564723
0,0.0998385926,0.5644435277
0,0.1011832939,1.4383246842
0,0.1011832939,0.5616753158
0,0.1068093241,1.4496781255
0,0.1068093241,0.5503218745
0,0.1084095431,1.4528426405
0,0.1084095431,0.5471573595
0,0.1120363493,1.4599136386
0,0.1120363493,0.5400863614
0,0.1168199549,1.4690341224
0,0.1168199549,0.5309658776
0,0.1182436142,1.4717050732
0,0.1182436142,0.5282949268
0,0.1182804499,1.4717739235
0,0.1182804499,0.5282260765
0,0.1199129806,1.4748124243
0,0.1199129806,0.5251875757
0,0.1222180743,1.4790604251
0,0.1222180743,0.5209395749
0,0.1224297909,1.4794481496
0,0.1224297909,0.5205518504
0,0.1225850657,1.4797322514
0,0.1225850657,0.5202677486
0,0.1226240713,1.4798035846
0,0.1226240713,0.5201964154
0,0.1227958673,1.4801175997
0,0.1227958673,0.5198824003
0,0.1231949767,1.4808460784
0,0.1231949767,0.5191539216
0,0.1282704105,1.4899872679
0,0.1282704105,0.5100127321
0,0.1285842783,1.4905452476
0,0.1285842783,0.5094547524
0,0.1295949984,1.4923364025
0,0.1295949984,0.5076635975
0,0.130001015,1.4930535125
0,0.130001015,0.5069464875
0,0.1301980005,1.4934009339
0,0.1301980005,0.5065990661
0,0.1307706814,1.4944091339
0,0.1307706814,0.5055908661
0,0.1314837765,1.4956607403
0,0.1314837765,0.5043392597
0,0.1316681635,1.4959836909
0,0.1316681635,0.5040163091
0,0.1340501285,1.500130803
0,0.1340501285,0.499869197
0,0.1343062911,1.5005740728
0,0.1343062911,0.4994259272
0,0.1346640461,1.5011922654
0,0.1346640461,0.4988077346
0,0.1360331015,1.5035486056
0,0.1360331015,0.4964513944
0,0.1404002928,1.5109680454
0,0.1404002928,0.4890319546
0,0.1405379558,1.5111995643
0,0.1405379558,0.4888004357
0,0.1417377549,1.5132113782
0,0.1417377549,0.4867886218
0,0.1417389424,1.5132133639
0,0.1417389424,0.4867866361
0,0.1423116969,1.5141699862
0,0.1423116969,0.4858300138
0,0.1449071439,1.518474886
0,0.1449071439,0.481525114
0,0.1470027361,1.5219153837
0,0.1470027361,0.4780846163
0,0.1494852956,1.5259512693
0,0.1494852956,0.4740487307
0,0.1506754258,1.5278709763
0,0.1506754258,0.4721290237
0,0.1512798467,1.5288422273
0,0.1512798467,0.4711577727
0,0.1550337588,1.5348196437
0,0.1550337588,0.4651803563
0,0.1555471607,1.5356299115
0,0.1555471607,0.4643700885
0,0.1559497002,1.5362640127
0,0.1559497002,0.4637359873
0,0.1560936491,1.5364905133
0,0.1560936491,0.4635094867
0,0.1580781648,1.5395995028
0,0.1580781648,0.4604004972
0,0.1589914355,1.5410218059
0,0.1589914355,0.4589781941
0,0.1591905938,1.5413312686
0,0.1591905938,0.4586687314
0,0.1608620877,1.543918711
0,0.1608620877,0.456081289
0,0.1610002671,1.5441318298
0,0.1610002671,0.4558681702
0,0.1610549204,1.5442160907
0,0.1610549204,0.4557839093
0,0.1611706521,1.5443944573
0,0.1611706521,0.4556055427
0,0.1612974349,1.5445897606
0,0.1612974349,0.4554102394
0,0.1614377019,1.5448057197
0,0.1614377019,0.4551942803
0,0.1624692227,1.5463901509
0,0.1624692227,0.4536098491
0,0.1625591069,1.5465279047
0,0.1625591069,0.4534720953
0,0.1626545358,1.5466741019
0,0.1626545358,0.4533258981
0,0.1703528645,1.5582881251
0,0.1703528645,0.4417118749
0,0.1707023196,1.5588070841
0,0.1707023196,0.4411929159
0,0.1711003538,1.5593973334
0,0.1711003538,0.4406026666
0,0.1711825188,1.5595190639
0,0.1711825188,0.4404809361
0,0.1724610878,1.5614083619
0,0.1724610878,0.4385916381
0,0.1729263165,1.5620935172
0,0.1729263165,0.4379064828
0,0.1735425638,1.5629992062
0,0.1735425638,0.4370007938
0,0.173985186,1.5636484073
0,0.173985186,0.4363515927
0,0.1743079009,1.5641210487
0,0.1743079009,0.4358789513
0,0.1746602398,1.5646364142
0,0.1746602398,0.4353635858
0,0.1748412754,1.5649009464
0,0.1748412754,0.4350990536
0,0.1753312438,1.565615985
0,0.1753312438,0.434384015
0,0.1753686988,1.5656705906
0,0.1753686988,0.4343294094
0,0.1767270612,1.5676457242
0,0.1767270612,0.4323542758
0,0.176948952,1.5679674044
0,0.176948952,0.4320325956
0,0.1783984643,1.5700622042
0,0.1783984643,0.4299377958
0,0.1788939494,1.5707756596
0,0.1788939494,0.4292243404
0,0.1804211098,1.5729663539
0,0.1804211098,0.4270336461
0,0.1806424647,1.5732828528
0,0.1806424647,0.4267171472
0,0.1821681596,1.5754572798
0,0.1821681596,0.4245427202
0,0.1827284689,1.5762527609
0,0.1827284689,0.4237472391
0,0.1846983437,1.579036449
0,0.1846983437,0.420963551
0,0.1854524943,1.5800968548
0,0.1854524943,0.4199031452
0,0.1865485501,1.5816328212
0,0.1865485501,0.4183671788
0,0.1872572005,1.582622641
0,0.1872572005,0.417377359
0,0.1880443152,1.5837190813
0,0.1880443152,0.4162809187
0,0.1898029922,1.5861576652
0,0.1898029922,0.4138423348
0,0.1909037963,1.5876762146
0,0.1909037963,0.4123237854
0,0.1910852524,1.5879259572
0,0.1910852524,0.4120740428
0,0.1922456068,1.5895191602
0,0.1922456068,0.4104808398
0,0.1924761543,1.5898349249
0,0.1924761543,0.4101650751
0,0.1924879136,1.5898510239
0,0.1924879136,0.4101489761
0,0.1970922486,1.5961032987
0,0.1970922486,0.4038967013
0,0.1981512769,1.5975270917
0,0.1981512769,0.4024729083
0,0.1981670577,1.5975482681
0,0.1981670577,0.4024517319
0,0.1992318793,1.598974471
0,0.1992318793,0.401025529
0,0.2005390464,1.6007180568
0,0.2005390464,0.3992819432
0,0.2022659816,1.6030094824
0,0.2022659816,0.3969905176
0,0.2027583746,1.6036603273
0,0.2027583746,0.3963396727
0,0.2028780933,1.6038184048
0,0.2028780933,0.3961815952
0,0.2043177201,1.6057142144
0,0.2043177201,0.3942857856
0,0.2054701792,1.6072251344
0,0.2054701792,0.3927748656
0,0.2059204825,1.6078138859
0,0.2059204825,0.3921861141
0,0.2060669544,1.6080051966
0,0.2060669544,0.3919948034
0,0.2060743957,1.6080149133
0,0.2060743957,0.3919850867
0,0.2071906659,1.6094697365
0,0.2071906659,0.3905302635
0,0.2076076055,1.6100117156
0,0.2076076055,0.3899882844
0,0.2091244711,1.6119770402
0,0.2091244711,0.3880229598
0,0.2099728482,1.613071855
0,0.2099728482,0.386928145
0,0.2103048312,1.6134994216
0,0.2103048312,0.3865005784
0,0.2114413609,1.6149595699
0,0.2114413609,0.3850404301
0,0.2116123568,1.6151787741
0,0.2116123568,0.3848212259
0,0.2116594911,1.6152391746
0,0.2116594911,0.3847608254
0,0.2123267567,1.6160932249
0,0.2123267567,0.3839067751
0,0.2125320593,1.6163556135
0,0.2125320593,0.3836443865
0,0.213756118,1.6179163034
0,0.213756118,0.3820836966
0,0.2150276727,1.6195308268
0,0.2150276727,0.3804691732
0,0.2154176515,1.6200246272
0,0.2154176515,0.3799753728
0,0.2160243597,1.6207915877
0,0.2160243597,0.3792084123
0,0.216203738,1.621018051
0,0.216203738,0.378981949
0,0.2177297524,1.6229392103
0,0.2177297524,0.3770607897
0,0.2179626091,1.6232315134
0,0.2179626091,0.3767684866
0,0.2183565223,1.6237254795
0,0.2183565223,0.3762745205
0,0.2189212753,1.6244325631
0,0.2189212753,0.3755674369
0,0.2223294503,1.6286720259
0,0.2223294503,0.3713279741
0,0.2243255465,1.6311332207
0,0.2243255465,0.3688667793
0,0.225659383,1.6327690012
0,0.225659383,0.3672309988
0,0.2262005978,1.6334307264
0,0.2262005978,0.3665692736
0,0.2280164408,1.6356424972
0,0.2280164408,0.3643575028
0,0.2306494764,1.6388268716
0,0.2306494764,0.3611731284
0,0.2308734846,1.6390965525
0,0.2308734846,0.3609034475
0,0.2314026342,1.6397328265
0,0.2314026342,0.3602671735
0,0.2317704652,1.6401744932
0,0.2317704652,0.3598255068
0,0.2322154925,1.640708163
0,0.2322154925,0.359291837
0,0.23242532,1.6409595233
0,0.23242532,0.3590404767
0,0.2332699164,1.641969609
0,0.2332699164,0.358030391
0,0.2355803866,1.6447190509
0,0.2355803866,0.3552809491
0,0.236206749,1.6454609746
0,0.236206749,0.3545390254
0,0.2362251268,1.6454827209
0,0.2362251268,0.3545172791
0,0.2388408706,1.6485651699
0,0.2388408706,0.3514348301
0,0.2426745417,1.653037633
0,0.2426745417,0.346962367
0,0.2445750432,1.6552351751
0,0.2445750432,0.3447648249
0,0.2450109106,1.655737352
0,0.2450109106,0.344262648
0,0.2452853853,1.6560532374
0,0.2452853853,0.3439467626
0,0.246893737,1.6578988954
0,0.246893737,0.3421011046
0,0.2476442731,1.658757057
0,0.2476442731,0.341242943
0,0.2485647304,1.6598068169
0,0.2485647304,0.3401931831
0,0.2489268747,1.6602190246
0,0.2489268747,0.3397809754
0,0.2497679112,1.6611745706
0,0.2497679112,0.3388254294
0,0.2508279742,1.6623754794
0,0.2508279742,0.3376245206
0,0.2514081383,1.6630310887
0,0.2514081383,0.3369689113
0,0.2520912732,1.6638015791
0,0.2520912732,0.3361984209
0,0.2543003531,1.66628225
0,0.2543003531,0.33371775
0,0.2548173219,1.6668603874
0,0.2548173219,0.3331396126
0,0.2583614211,1.6707996856
0,0.2583614211,0.3292003144
0,0.2592220274,1.67174995
0,0.2592220274,0.32825005
0,0.2592497114,1.6717804775
0,0.2592497114,0.3282195225
0,0.2595431963,1.6721039517
0,0.2595431963,0.3278960483
0,0.2612416483,1.6739703984
0,0.2612416483,0.3260296016
0,0.2616282757,1.6743939478
0,0.2616282757,0.3256060522
0,0.262577204,1.6754314325
0,0.262577204,0.3245685675
0,0.2633885317,1.6763161575
0,0.2633885317,0.3236838425
0,0.2640452078,1.6770306816
0,0.2640452078,0.3229693184
0,0.2640490797,1.6770348905
0,0.2640490797,0.3229651095
0,0.2644807384,1.6775038124
0,0.2644807384,0.3224961876
0,0.2662993683,1.6794728715
0,0.2662993683,0.3205271285
0,0.2668000641,1.6800131278
0,0.2668000641,0.3199868722
0,0.2668807618,1.6801001269
0,0.2668807618,0.3198998731
0,0.2679334213,1.6812330911
0,0.2679334213,0.3187669089
0,0.2693401561,1.6827416734
0,0.2693401561,0.3172583266
0,0.2706873468,1.6841805711
0,0.2706873468,0.3158194289
0,0.2712725392,1.6848038316
0,0.2712725392,0.3151961684
0,0.2716986504,1.6852569914
0,0.2716986504,0.3147430086
0,0.2717820336,1.6853456015
0,0.2717820336,0.3146543985
0,0.2725837533,1.6861964763
0,0.2725837533,0.3138035237
0,0.2728292667,1.6864566444
0,0.2728292667,0.3135433556
0,0.27356445,1.6872345973
0,0.27356445,0.3127654027
0,0.2736308025,1.6873047279
0,0.2736308025,0.3126952721
0,0.2736345632,1.6873087023
0,0.2736345632,0.3126912977
0,0.2742750864,1.6879849924
0,0.2742750864,0.3120150076
0,0.2759938641,1.6897935308
0,0.2759938641,0.3102064692
0,0.2762657134,1.6900787509
0,0.2762657134,0.3099212491
0,0.2775016334,1.6913726276
0,0.2775016334,0.3086273724
0,0.2780463258,1.6919413937
0,0.2780463258,0.3080586063
0,0.2803100902,1.6942956385
0,0.2803100902,0.3057043615
0,0.2805338204,1.6945274771
0,0.2805338204,0.3054725229
0,0.2818235024,1.6958609906
0,0.2818235024,0.3041390094
0,0.2839657073,1.6980651056
0,0.2839657073,0.3019348944
0,0.2844617115,1.6985735163
0,0.2844617115,0.3014264837
0,0.2849864988,1.6991106444
0,0.2849864988,0.3008893556
0,0.2852218701,1.6993512887
0,0.2852218701,0.3006487113
0,0.2855761983,1.6997132495
0,0.2855761983,0.3002867505
0,0.2860776857,1.7002249132
0,0.2860776857,0.2997750868
0,0.2893511681,1.703546898
0,0.2893511681,0.296453102
0,0.2897893218,1.7039891992
0,0.2897893218,0.2960108008
0,0.2898192201,1.7040193604
0,0.2898192201,0.2959806396
0,0.2915017046,1.7057125232
0,0.2915017046,0.2942874768
0,0.29194164,1.70615392
0,0.29194164,0.29384608
0,0.2922076802,1.7064205773
0,0.2922076802,0.2935794227
0,0.2973563578,1.7115419257
0,0.2973563578,0.2884580743
0,0.2986564892,1.7128234563
0,0.2986564892,0.2871765437
0,0.2987432219,1.7129087818
0,0.2987432219,0.2870912182
0,0.2997859195,1.713932939
0,0.2997859195,0.286067061
0,0.3002055404,1.7143442547
0,0.3002055404,0.2856557453
0,0.3002080852,1.7143467477
0,0.3002080852,0.2856532523
0,0.3011483988,1.7152666912
0,0.3011483988,0.2847333088
0,0.3017115179,1.7158164539
0,0.3017115179,0.2841835461
0,0.3019290715,1.7160286159
0,0.3019290715,0.2839713841
0,0.3026670073,1.7167473037
0,0.3026670073,0.2832526963
0,0.3031920632,1.7172577635
0,0.3031920632,0.2827422365
0,0.3034089324,1.7174683857
0,0.3034089324,0.2825316143
0,0.3059579646,1.7199344784
0,0.3059579646,0.2800655216
0,0.3061287683,1.7200991
0,0.3061287683,0.2799009
0,0.3076742529,1.7215851023
0,0.3076742529,0.2784148977
0,0.309774112,1.7235939631
0,0.309774112,0.2764060369
0,0.312096281,1.7258019519
0,0.312096281,0.2741980481
0,0.3121710862,1.7258728438
0,0.3121710862,0.2741271562
0,0.3122207928,1.7259199419
0,0.3122207928,0.2740800581
0,0.3131499952,1.7267991957
0,0.3131499952,0.2732008043
0,0.3133906866,1.7270265819
0,0.3133906866,0.2729734181
0,0.3139566639,1.7275606786
0,0.3139566639,0.2724393214
0,0.3143303273,1.7279128382
0,0.3143303273,0.2720871618
0,0.3146560621,1.728219532
0,0.3146560621,0.271780468
0,0.3147640163,1.7283211151
0,0.3147640163,0.2716788849
0,0.3175955173,1.7309747752
0,0.3175955173,0.2690252248
0,0.3213945441,1.7345029852
0,0.3213945441,0.2654970148
0,0.3236107291,1.7365443328
0,0.3236107291,0.2634556672
0,0.3240158851,1.7369161936
0,0.3240158851,0.2630838064
0,0.3245572019,1.7374123857
0,0.3245572019,0.2625876143
0,0.3259444446,1.7386806538
0,0.3259444446,0.2613193462
0,0.3266857523,1.7393564254
0,0.3266857523,0.2606435746
0,0.3268253789,1.739483556
0,0.3268253789,0.260516444
0,0.3273182269,1.7399319105
0,0.3273182269,0.2600680895
0,0.329203499,1.7416414594
0,0.329203499,0.2583585406
0,0.3298524017,1.7422278603
0,0.3298524017,0.2577721397
0,0.3300240226,1.7423827784
0,0.3300240226,0.2576172216
0,0.3328998475,1.744968044
0,0.3328998475,0.255031956
0,0.3329560072,1.7450183298
0,0.3329560072,0.2549816702
0,0.3337117522,1.7456942878
0,0.3337117522,0.2543057122
0,0.3340444728,1.7459914448
0,0.3340444728,0.2540085552
0,0.3353002579,1.7471106028
0,0.3353002579,0.2528893972
0,0.3353508855,1.7471556428
0,0.3353508855,0.2528443572
0,0.3355562221,1.7473382541
0,0.3355562221,0.2526617459
0,0.3359686881,1.7477047658
0,0.3359686881,0.2522952342
0,0.336544903,1.7482161013
0,0.336544903,0.2517838987
0,0.3375835917,1.7491358368
0,0.3375835917,0.2508641632
0,0.3389064902,1.7503035195
0,0.3389064902,0.2496964805
0,0.3390125455,1.7503969516
0,0.3390125455,0.2496030484
0,0.3393475111,1.7506918734
0,0.3393475111,0.2493081266
0,0.3398320084,1.7511179819
0,0.3398320084,0.2488820181
0,0.3405747451,1.7517701332
0,0.3405747451,0.2482298668
0,0.3424619464,1.753421335
0,0.3424619464,0.246578665
0,0.3429619139,1.7538573827
0,0.3429619139,0.2461426173
0,0.3434445388,1.7542777514
0,0.3434445388,0.2457222486
0,0.3450303241,1.7556551618
0,0.3450303241,0.2443448382
0,0.3453712901,1.755950562
0,0.3453712901,0.244049438
0,0.3481879854,1.7583805757
0,0.3481879854,0.2416194243
0,0.3489396321,1.759025953
0,0.3489396321,0.240974047
0,0.3496551421,1.7596391023
0,0.3496551421,0.2403608977
0,0.3526395462,1.7621839954
0,0.3526395462,0.2378160046
0,0.3539234586,1.7632726267
0,0.3539234586,0.2367273733
0,0.3549853307,1.7641701881
0,0.3549853307,0.2358298119
0,0.3573366078,1.7661486568
0,0.3573366078,0.2338513432
0,0.3593868511,1.7678637857
0,0.3593868511,0.2321362143
0,0.3596215798,1.7680595543
0,0.3596215798,0.2319404457
0,0.3609756399,1.769186497
0,0.3609756399,0.230813503
0,0.3618064811,1.7698759851
0,0.3618064811,0.2301240149
0,0.3630291559,1.7708878931
0,0.3630291559,0.2291121069
0,0.3648332604,1.7723750468
0,0.3648332604,0.2276249532
0,0.3652001526,1.7726766166
0,0.3652001526,0.2273233834
0,0.3656354914,1.773034068
0,0.3656354914,0.226965932
0,0.3661082685,1.7734217948
0,0.3661082685,0.2265782052
0,0.3685344229,1.7754039109
0,0.3685344229,0.2245960891
0,0.3689454063,1.7757384222
0,0.3689454063,0.2242615778
0,0.3701964379,1.7767544485
0,0.3701964379,0.2232455515
0,0.3712715949,1.7776249691
0,0.3712715949,0.2223750309
0,0.3720446941,1.7782494034
0,0.3720446941,0.2217505966
0,0.372245084,1.7784110517
0,0.372245084,0.2215889483
0,0.3726104419,1.7787055556
0,0.3726104419,0.2212944444
0,0.3748663333,1.780517712
0,0.3748663333,0.219482288
0,0.3755105836,1.78103327
0,0.3755105836,0.21896673
0,0.3781532045,1.7831389167
0,0.3781532045,0.2168610833
0,0.3791873036,1.7839589249
0,0.3791873036,0.2160410751
0,0.3797201421,1.7843805823
0,0.3797201421,0.2156194177
0,0.3804522571,1.7849589762
0,0.3804522571,0.2150410238
0,0.3806492887,1.7851144479
0,0.3806492887,0.2148855521
0,0.3820646405,1.7862289053
0,0.3820646405,0.2137710947
0,0.3830692288,1.7870174227
0,0.3830692288,0.2129825773
0,0.3835348701,1.7873822094
0,0.3835348701,0.2126177906
0,0.3849035022,1.7884518364
0,0.3849035022,0.2115481636
0,0.3869275395,1.7900266819
0,0.3869275395,0.2099733181
0,0.3875378729,1.7904999322
0,0.3875378729,0.2095000678
0,0.3888721429,1.7915318959
0,0.3888721429,0.2084681041
0,0.3900309424,1.7924252323
0,0.3900309424,0.2075747677
0,0.3919880027,1.7939278375
0,0.3919880027,0.2060721625
0,0.3922309536,1.794113837
0,0.3922309536,0.205886163
0,0.3922619605,1.794137567
0,0.3922619605,0.205862433
0,0.3968400173,1.7976202325
0,0.3968400173,0.2023797675
0,0.398175797,1.7986285924
0,0.398175797,0.2013714076
0,0.3990541482,1.7992897367
0,0.3990541482,0.2007102633
0,0.3996156566,1.7997115981
0,0.3996156566,0.2002884019
0,0.3999223243,1.7999417374
0,0.3999223243,0.2000582626
0,0.4000006532,1.8000004899
0,0.4000006532,0.1999995101
0,0.4009802784,1.8007342712
0,0.4009802784,0.1992657288
0,0.4020347456,1.8015220237
0,0.4020347456,0.1984779763
0,0.4032404716,1.8024201302
0,0.4032404716,0.1975798698
0,0.4034479489,1.8025743893
0,0.4034479489,0.1974256107
0,0.4041241016,1.8030765304
0,0.4041241016,0.1969234696
0,0.4044619161,1.8033270757
0,0.4044619161,0.1966729243
0,0.4060562486,1.8045065694
0,0.4060562486,0.1954934306
0,0.4065317255,1.8048573832
0,0.4065317255,0.1951426168
0,0.4075286901,1.8055915509
0,0.4075286901,0.1944084491
0,0.4075707179,1.8056224585
0,0.4075707179,0.1943775415
0,0.4075940819,1.8056396392
0,0.4075940819,0.1943603608
0,0.408271777,1.8061375255
0,0.408271777,0.1938624745
0,0.4086681097,1.8064282953
0,0.4086681097,0.1935717047
0,0.4093636977,1.8069378901
0,0.4093636977,0.1930621099
0,0.4102963624,1.8076197247
0,0.4102963624,0.1923802753
0,0.4105941132,1.8078370508
0,0.4105941132,0.1921629492
0,0.4142480427,1.8104903729
0,0.4142480427,0.1895096271
0,0.4150391989,1.8110615644
0,0.4150391989,0.1889384356
0,0.4153355611,1.811275227
0,0.4153355611,0.188724773
0,0.4155999427,1.8114656943
0,0.4155999427,0.1885343057
0,0.4159571948,1.8117228601
0,0.4159571948,0.1882771399
0,0.4163708654,1.8120203404
0,0.4163708654,0.1879796596
0,0.4164897497,1.8121057738
0,0.4164897497,0.1878942262
0,0.4181145341,1.8132707449
0,0.4181145341,0.1867292551
0,0.419648726,1.8143662559
0,0.419648726,0.1856337441
0,0.421785072,1.8158844875
0,0.421785072,0.1841155125
0,0.4231668976,1.8168620275
0,0.4231668976,0.1831379725
0,0.4233601387,1.8169984518
0,0.4233601387,0.1830015482
0,0.425472091,1.8184849918
0,0.425472091,0.1815150082
0,0.4258550471,1.8187536705
0,0.4258550471,0.1812463295
0,0.4268190498,1.8194288244
0,0.4268190498,0.1805711756
0,0.4282898246,1.8204556511
0,0.4282898246,0.1795443489
0,0.4283204176,1.8204769681
0,0.4283204176,0.1795230319
0,0.4290368119,1.8209756622
0,0.4290368119,0.1790243378
0,0.4310102733,1.8223446302
0,0.4310102733,0.1776553698
0,0.4337826506,1.8242559756
0,0.4337826506,0.1757440244
0,0.4349156693,1.8250331503
0,0.4349156693,0.1749668497
0,0.4357147678,1.8255799033
0,0.4357147678,0.1744200967
0,0.436220414,1.8259252862
0,0.436220414,0.1740747138
0,0.437198211,1.8265918862
0,0.437198211,0.1734081138
0,0.4386749859,1.8275954498
0,0.4386749859,0.1724045502
0,0.4394818023,1.8281421074
0,0.4394818023,0.1718578926
0,0.4398514237,1.8283921611
0,0.4398514237,0.1716078389
0,0.4408075246,1.8290378613
0,0.4408075246,0.1709621387
0,0.4409469725,1.8291319029
0,0.4409469725,0.1708680971
0,0.4410684537,1.8292138003
0,0.4410684537,0.1707861997
0,0.4420145252,1.8298507154
0,0.4420145252,0.1701492846
0,0.4422042691,1.8299782663
0,0.4422042691,0.1700217337
0,0.4431396713,1.8306061488
0,0.4431396713,0.1693938512
0,0.4434862882,1.8308384251
0,0.4434862882,0.1691615749
0,0.4436609969,1.8309554221
